Cell.type,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SYMBOL
T cell ,ENSG00000253823,30.565420462909486,3.0934462488287005,1.3520476119758356,2.2879713860875395,0.022139187513715037,0.40975688365625856,NA
T cell ,ENSG00000262943,78.6863893096997,-0.2972205144013802,0.1297943272140746,-2.2899345509235034,0.02202511097169626,0.40975688365625856,ALOX12P2
T cell ,ENSG00000267414,25.315878168889753,-0.3260102547033506,0.14255285545268723,-2.286942998567659,0.022199150409679583,0.40975688365625856,SETBP1-DT
Mono,ENSG00000198858,428.01164175221226,0.19029491186822037,0.10996321962657973,1.730532377229734,0.0835352017111216,0.4099394541181184,R3HDM4
Mono,ENSG00000276023,167.2715491169898,-0.3055642038401378,0.17660026408247667,-1.7302590425200712,0.08358400370079949,0.4100827935906548,DUSP14
Fibro,ENSG00000106018,6.449193626647852,0.8224011898252884,0.31807399154238075,2.58556565985594,0.009721935392388347,0.4101261387606448,VIPR2
Fibro,ENSG00000111671,238.94736187834766,0.265101186522899,0.1024520511778832,2.5875634843329287,0.009665738269756556,0.4101261387606448,SPSB2
Fibro,ENSG00000140264,22087.177659797406,0.10882449224693798,0.04206831273021849,2.586851841309224,0.009685722898929104,0.4101261387606448,SERF2
Fibro,ENSG00000196152,204.40357820968111,-0.3733043251715511,0.14433839541064064,-2.5863133929783944,0.009700868277494893,0.4101261387606448,ZNF79
Fibro,ENSG00000214992,7.067735001858078,-0.8898073842760184,0.34411509130203516,-2.585784252905725,0.009715772396839933,0.4101261387606448,NA
Mono,ENSG00000008441,39.57927754968749,-0.25805597500303507,0.14916912213781527,-1.7299557127152678,0.08363818812897938,0.41021769096839344,NFIX
Mono,ENSG00000106100,487.5930834271902,-0.11641792108542232,0.06730230883537335,-1.7297760374044457,0.08367029731218689,0.41021769096839344,NOD1
Mono,ENSG00000270111,4.802653932105257,-0.6928111451569514,0.4005168945583535,-1.7297925619864507,0.0836673438418145,0.41021769096839344,NA
Mono,ENSG00000260057,13.001974898661182,-0.2626814387128487,0.15187426246905827,-1.7295981191438903,0.08370210233381228,0.41027751799688317,NA
Mono,ENSG00000107521,3916.7310660231933,-0.06914509461133583,0.03999435452543168,-1.7288713727675673,0.08383211863562208,0.41033822334975917,HPS1
Mono,ENSG00000137992,348.9056382367389,0.1535124537291234,0.08877471997299034,1.7292361358709942,0.08376684140237596,0.41033822334975917,DBT
Mono,ENSG00000169032,931.5749776223528,-0.1258307640594574,0.07277929936776042,-1.7289361831256864,0.08382051730327407,0.41033822334975917,MAP2K1
Mono,ENSG00000175110,947.8193133446325,0.07287852210171386,0.04214730169717218,1.729138501566366,0.08378430979601172,0.41033822334975917,MRPS22
Mono,ENSG00000178913,3212.921448275297,0.12628204775780585,0.07302679419479179,1.7292563524144429,0.08376322469657149,0.41033822334975917,TAF7
Mono,ENSG00000186184,1829.9575876477993,0.09676547493159808,0.055968118946377,1.7289392024110901,0.08381997686991433,0.41033822334975917,POLR1D
T cell ,ENSG00000162520,4.655773236651828,-2.041234870797634,0.8933437866260896,-2.2849376705319786,0.022316482780537595,0.41038896954082604,SYNC
T cell ,ENSG00000234129,16.05687670105249,-0.6387046196705571,0.27957865758316464,-2.2845256687040405,0.022340655798773305,0.4104859243974269,NA
Mono,ENSG00000145725,1091.5718309271415,0.13891862624043524,0.08036936731966327,1.7285021753113545,0.08389823136394156,0.4105658130575863,PPIP5K2
Mono,ENSG00000180818,10.45962704617221,-0.6236408364187369,0.360839049477887,-1.7283075025308618,0.08393310869600815,0.41064047802885706,HOXC10
T cell ,ENSG00000047315,2687.7755009711873,-0.11726783718669526,0.0513562684333048,-2.283418183682646,0.022405747167797353,0.41068890178488493,POLR2B
T cell ,ENSG00000048471,550.8328804846018,0.24052630187881882,0.1054269920907192,2.2814489639602695,0.022521893453623626,0.41068890178488493,SNX29
T cell ,ENSG00000103249,497.6697717080858,-0.1789883560089367,0.07843060593451041,-2.2821238453569013,0.022482029555886435,0.41068890178488493,CLCN7
T cell ,ENSG00000197568,133.40866300459044,0.2735779024114945,0.11982335490567673,2.2831767865859804,0.022419956916200006,0.41068890178488493,HHLA3
T cell ,ENSG00000223361,23.761054325687496,0.24910420970619698,0.10917386505921854,2.281720167835744,0.022505866603625673,0.41068890178488493,FTH1P10
T cell ,ENSG00000227930,5.199379500578528,-0.40575877465613663,0.17775258713512623,-2.282716562362503,0.02244706954802646,0.41068890178488493,NA
T cell ,ENSG00000233926,15.098247206932182,-0.30027766131354655,0.1315787629332387,-2.282113424838197,0.0224826446086194,0.41068890178488493,LOC101927502
T cell ,ENSG00000270225,16.34871506704762,-0.7267878021298337,0.3184868889619819,-2.2820022654577503,0.022489206505216304,0.41068890178488493,MTCO2P22
T cell ,ENSG00000270401,11.352933650855572,1.8503099369188505,0.8102671194379965,2.28358018304165,0.02239621552799551,0.41068890178488493,NA
Mono,ENSG00000123545,472.310664538023,-0.1272692748296447,0.0736515191205029,-1.7279925295419447,0.08398956372094153,0.41072466557927717,NDUFAF4
Mono,ENSG00000247317,40.82999586194384,0.22725672749977147,0.13151411823448167,1.728002518289227,0.0839877728893045,0.41072466557927717,NA
Fibro,ENSG00000165584,8.336537134409031,-0.5048423499960135,0.19534777308016726,-2.584326107412728,0.00975694918508856,0.410735902934725,SSX3
Fibro,ENSG00000183629,6.573157480952532,0.6382959634440154,0.24702055016712743,2.5839791993506678,0.00976676844743272,0.410735902934725,GOLGA8G
Mono,ENSG00000165359,391.7191778523513,0.22282879062884628,0.12897352137520368,1.7277095969226373,0.08404030210877592,0.4108411261684554,INTS6L
Mono,ENSG00000258130,221.76473391399406,-0.22260575511183092,0.12884955656004318,-1.7276408321056027,0.08405263747029748,0.4108411261684554,LOC613038
Mono,ENSG00000197653,9.019070575972162,-0.4128773666710551,0.23900322934938376,-1.7274970208352112,0.0840784397608448,0.41087129213039497,DNAH10
Mono,ENSG00000124126,1848.4288866235256,0.10320557519252348,0.0597569276129083,1.7270897168787789,0.08415155210348196,0.41103663606204843,PREX1
Mono,ENSG00000154188,35.40281959535996,0.37402785131779,0.2165546157325322,1.7271756136556047,0.084136129081421,0.41103663606204843,ANGPT1
Fibro,ENSG00000227260,1.8633129976292384,1.2317459946530602,0.47689134363878427,2.582865072061429,0.009798363503424003,0.41104709702082365,LINC01985
Fibro,ENSG00000234473,2.279966610888677,-1.633944647745017,0.6326628869571103,-2.5826465901986535,0.009804570007707972,0.41104709702082365,ZNF101P2
T cell ,ENSG00000010256,2848.929944992563,-0.10177487790493228,0.0446486075248823,-2.279463650646081,0.022639518368474092,0.41112447009137804,UQCRC1
T cell ,ENSG00000111481,2896.083237441333,-0.10720211929769285,0.047004959272653996,-2.2806555086211864,0.022568839845868362,0.41112447009137804,COPZ1
T cell ,ENSG00000161647,24.10669345592893,-0.7519919362060259,0.32980628523283156,-2.2801018957996697,0.022601645823791372,0.41112447009137804,MPP3
T cell ,ENSG00000173391,129.57153928863724,0.4852313180322799,0.21287226365729706,2.2794482930545312,0.022640430344842442,0.41112447009137804,OLR1
T cell ,ENSG00000273245,4.796620995303932,-1.6861285763523344,0.7396764437820434,-2.2795488358815126,0.02263446041263225,0.41112447009137804,NA
Mono,ENSG00000067167,6847.806697324939,-0.0978271887507499,0.05666360715807881,-1.7264553680430879,0.08426552218726874,0.411173042105001,TRAM1
Mono,ENSG00000134551,4.171420920241426,-0.7243896851526517,0.4196012404217282,-1.7263764149614764,0.084279716005089,0.411173042105001,PRH2
Mono,ENSG00000141391,223.63533133511845,-0.2577894233302883,0.1493513785868621,-1.726059884879865,0.08433663973993163,0.411173042105001,PRELID3A
Mono,ENSG00000147852,21.138963835138682,-0.426671434455234,0.24708955099347862,-1.7267886591711643,0.08420562597708209,0.411173042105001,VLDLR
Mono,ENSG00000169231,614.7618056801384,-0.19218900510169976,0.11130558019634494,-1.7266789747888207,0.08422533370425617,0.411173042105001,THBS3
Mono,ENSG00000182325,108.28339542795153,-0.18838829690212244,0.10912105205065192,-1.7264156948805458,0.08427265420208861,0.411173042105001,FBXL6
Mono,ENSG00000196405,517.9067868723137,-0.23823489557772592,0.13801219960787273,-1.7261872229745705,0.08431373593389563,0.411173042105001,EVL
Mono,ENSG00000246922,40.38480952595451,-0.30402934286061173,0.1761318638283063,-1.7261461739653203,0.08432111870910423,0.411173042105001,UBAP1L
Mono,ENSG00000122512,173.41700849903097,0.18175814242568905,0.10532055407886666,1.725761357935736,0.0843903543542533,0.411339104945161,PMS2
T cell ,ENSG00000131470,108.21315332278436,-0.41261229387797993,0.18108301380918446,-2.278580885078313,0.02269199128732045,0.41149804465231465,PSMC3IP
T cell ,ENSG00000280798,158.03742953907633,-0.3085786565552092,0.13543270554849443,-2.2784648309688857,0.022698897573140846,0.41149804465231465,LINC00294
Mono,ENSG00000259316,9.824965041978036,0.6905964325434989,0.40029497131734365,1.7252188561619768,0.08448803876382827,0.41171936002955195,NA
Fibro,ENSG00000009830,297.52962553514556,-0.40811576613466205,0.15812949981750998,-2.580895826557662,0.009854431321269563,0.41186039777194783,POMT2
Fibro,ENSG00000148288,96.00603587297464,0.2901358800984352,0.1123969027690063,2.5813512023076925,0.009841440639671498,0.41186039777194783,GBGT1
Mono,ENSG00000112096,36194.00849483835,0.28884383712028944,0.1674548004199772,1.7249062815510103,0.08454436336570303,0.41189793418160253,SOD2
Mono,ENSG00000015676,1084.8761391496062,-0.08869582856487525,0.051436757775048664,-1.7243666280984082,0.084641678099067,0.4119553790843253,NUDCD3
Mono,ENSG00000042753,3520.494565443759,-0.09739036207348976,0.05648125828474231,-1.7242951915573475,0.08465456691073497,0.4119553790843253,AP2S1
Mono,ENSG00000123901,28.909132117998176,0.1771315295603825,0.10270228257330709,1.7247087905173784,0.0845799660599598,0.4119553790843253,GPR83
Mono,ENSG00000160336,238.7466242236901,0.1825900526957205,0.1058892443506533,1.7243493785928976,0.08464479016521709,0.4119553790843253,ZNF761
Mono,ENSG00000221955,113.49085729253238,-0.4349901865758191,0.2522235785058384,-1.7246214218063285,0.08459572032311552,0.4119553790843253,SLC12A8
Mono,ENSG00000157985,48.6110775169439,-0.33840739010017495,0.19628176411744994,-1.7240898135482454,0.0846916307194027,0.41203994210997175,AGAP1
Mono,ENSG00000112343,2883.434948970341,0.16884288546375126,0.09795490397108807,1.723679760980483,0.08476567065714377,0.4121678051267932,TRIM38
Mono,ENSG00000124120,241.48027693215832,0.18241485935032453,0.10582053741844497,1.723813390107853,0.084741536557171,0.4121678051267932,TTPAL
Mono,ENSG00000129636,2013.091897571558,-0.08277491522143872,0.048023958087191364,-1.723617096932206,0.08477699001771834,0.4121678051267932,ITFG1
Mono,ENSG00000186834,878.30444545658,0.16563948628027442,0.09611720492151532,1.723307356009027,0.08483295822758415,0.41234412812432325,HEXIM1
T cell ,ENSG00000187498,107.63166472105193,-0.8416451712677715,0.36959050936523696,-2.277236968863939,0.02277207861228771,0.41248040308729317,COL4A1
Mono,ENSG00000132383,1661.246206984245,-0.121380408112935,0.07044857544835605,-1.7229646921947444,0.08489491021022466,0.41254944757371775,RPA1
Mono,ENSG00000129657,1276.361032054214,0.12530311415054218,0.07273421144824004,1.7227534561189521,0.08493311891284558,0.41255326297401024,SEC14L1
Mono,ENSG00000186118,4.451789788778943,-0.8116580349280708,0.4711728001020434,-1.722633468553973,0.08495482863917744,0.41255326297401024,TEX38
Mono,ENSG00000204348,384.14392722793747,0.18727108502600576,0.1087088531336776,1.7226847641904692,0.08494554700969685,0.41255326297401024,DXO
Mono,ENSG00000258448,5.77700059125039,0.44823929252048034,0.26028079626531764,1.7221373952750894,0.08504463237131374,0.41289356426156265,LOC100422493
Mono,ENSG00000170113,162.91259170601447,-0.2484496439877225,0.14428056234239717,-1.721989711948295,0.08507138218492061,0.41292765054044256,NIPA1
Mono,ENSG00000196242,7.010867470633989,-0.3917431188386394,0.22751213456792052,-1.721855933454354,0.0850956192953418,0.41294952744064545,OR2C3
Fibro,ENSG00000125817,78.87178382107557,0.21615049807264491,0.08380373420011884,2.579246618730486,0.009901606877328415,0.4131934437806137,CENPB
Mono,ENSG00000132749,20.455816636977456,0.29452857934805365,0.17109347397269667,1.721448355155001,0.08516949608255509,0.41321222832820537,TESMIN
Fibro,ENSG00000196705,525.1668399689172,-0.3155655790540167,0.12240220143830081,-2.57810378690847,0.009934415473833091,0.41328696742757015,ZNF431
Fibro,ENSG00000213704,3.9033863196539,-0.6156623938885739,0.23878834960546802,-2.578276515189231,0.00992945055894378,0.41328696742757015,NA
Fibro,ENSG00000183011,1251.5250648356598,0.09488495116768932,0.03681258441840154,2.577513985143056,0.00995138545369163,0.41335701083452436,"NAA38"
Mono,ENSG00000274979,47.346928016447826,0.23661349476090607,0.13747967597820002,1.7210798110873171,0.08523634224708838,0.41344070526803245,NA
Mono,ENSG00000132840,18.390215079801788,-0.32897048705418064,0.19117482772355024,-1.720783488974243,0.08529011962344878,0.413605700583592,BHMT2
Mono,ENSG00000223861,4.090952929212241,-0.6212976859894304,0.36110498391189405,-1.7205458624769927,0.08533326456971375,0.41371907052214707,RPS10P6
Mono,ENSG00000137814,648.1355042514217,-0.11184389719894078,0.06501621736512327,-1.7202461436788745,0.0853877085422735,0.41388715604209914,HAUS2
Mono,ENSG00000184939,333.083483075397,-0.27395558490417793,0.15926471650241228,-1.7201272882059129,0.08540930643436821,0.4138959906624975,ZFP90
Mono,ENSG00000066422,521.6076131044549,0.15932644096005324,0.0926413577767308,1.7198197952153944,0.08546520319644006,0.41396566848537114,ZBTB11
Mono,ENSG00000141086,34.12280918723644,0.3225425598544601,0.18756519411498448,1.7196290675162762,0.08549988896039695,0.41396566848537114,CTRL
Mono,ENSG00000242887,33.582680313829556,-0.9780225627867858,0.5687382219576871,-1.7196357217214577,0.08549867863424061,0.41396566848537114,IGHJ3
Mono,ENSG00000256982,9.120007365470522,0.403783864150372,0.23481088366853944,1.7196130683633724,0.08550279908563113,0.41396566848537114,NA
Mono,ENSG00000279413,24.70129855980776,0.23447264142790006,0.1363949229077091,1.7190716225306621,0.08560133121193148,0.4143468691641364,NA
Mono,ENSG00000106348,2552.7475416733846,0.10511663446342039,0.061162980899565275,1.7186316447857681,0.08568146578138777,0.4143514507403988,IMPDH1
Mono,ENSG00000127452,522.0229632555978,0.1409279583738563,0.08199495435416601,1.718739396635764,0.08566183498481306,0.4143514507403988,FBXL12
Mono,ENSG00000166523,1725.357563311604,0.30627828891599074,0.17818452454814132,1.71888265657572,0.0856357407678235,0.4143514507403988,CLEC4E
Mono,ENSG00000176422,384.4294008498752,-0.15059916676830637,0.08762155765949364,-1.7187456008662865,0.08566070477627735,0.4143514507403988,SPRYD4
Fibro,ENSG00000107833,157.19282470347272,0.20767169649180328,0.08064232983518149,2.575219452566005,0.010017650435559335,0.4144590830199998,NPM3
Fibro,ENSG00000128731,1148.7478388774507,-0.30162808636504285,0.1171369480566784,-2.575003799988845,0.010023898535375166,0.4144590830199998,HERC2
Fibro,ENSG00000180891,69.28792798920185,-0.3440799689878364,0.13358833519944308,-2.5756737553030815,0.010004499276600305,0.4144590830199998,CUEDC1
T cell ,ENSG00000196890,123.32863303958295,0.3624520234284038,0.15936181732806226,2.2743969007473104,0.02294213362811027,0.41521438177941566,H2BU1
Mono,ENSG00000176915,828.0791272772007,-0.1290055145132176,0.07511853158244462,-1.7173593758502927,0.08591352942061163,0.4153777248263806,ANKLE2
Mono,ENSG00000160633,1817.2426799076102,0.08513979639572672,0.049582560780300954,1.717131891855666,0.08595507629323547,0.4154826205121058,SAFB
Mono,ENSG00000111196,404.67383388036984,0.1258705907614904,0.07331083918592644,1.716943799296379,0.08598944111255814,0.41555275975198386,MAGOHB
Mono,ENSG00000102359,30.122254256805977,-0.5793287973128787,0.3374758109529954,-1.7166528044689084,0.08604262821552648,0.4157138062213687,SRPX2
Fibro,ENSG00000229373,6.59507331637324,-0.6954761221775317,0.2702541910486592,-2.5734147525294486,0.010070045102540318,0.41573143453098127,LINC00452
Mono,ENSG00000035115,329.4722899897462,-0.18735976202952428,0.10915938988669498,-1.716387039392576,0.08609122712436461,0.4158526156734252,SH3YL1
Fibro,ENSG00000101442,346.71902884336623,-0.29092587338789644,0.11315563607258429,-2.571024152975292,0.010139825490892148,0.4160788481071834,ACTR5
Fibro,ENSG00000146904,35.40625547731731,-0.4315014367722534,0.16780328446882192,-2.571471935952642,0.010126722256097155,0.4160788481071834,EPHA1
Fibro,ENSG00000168421,14.80429165378705,-0.3538121551137195,0.13765825774828006,-2.5702210742830656,0.010163363374560301,0.4160788481071834,RHOH
Fibro,ENSG00000170558,120.98683320950656,0.5353959780929346,0.2083278528327835,2.5699683014669947,0.010170782093814881,0.4160788481071834,CDH2
Fibro,ENSG00000227356,4.297827982660574,-1.3211156523599739,0.513852572042469,-2.5710013420946463,0.01014049339746042,0.4160788481071834,LINC00866
Fibro,ENSG00000237257,1.0046897182431196,-1.195277640266383,0.4650757893609808,-2.5700706586096587,0.010167777396961264,0.4160788481071834,MTND2P8
Mono,ENSG00000249302,14.867480381700688,-0.4106749902993774,0.2393275853921478,-1.7159534268750092,0.08617056692058775,0.4161398167161748,NA
Mono,ENSG00000146433,348.5823958271601,-0.17243849962986194,0.10051721005052788,-1.7155121948090355,0.08625136151704477,0.41617082259672555,TMEM181
Mono,ENSG00000184232,235.10709826687514,-0.21782676322219333,0.126957771042484,-1.7157418678160452,0.08620929815148975,0.41617082259672555,OAF
Mono,ENSG00000225345,15.93053128742285,-0.292168580949671,0.170306102765423,-1.715549684981633,0.0862444942633077,0.41617082259672555,NA
Mono,ENSG00000259479,127.41902450302551,0.1871379251370866,0.10908753633308682,1.7154840179512487,0.08625652309720953,0.41617082259672555,SORD2P
Mono,ENSG00000271780,310.95659873488074,0.33833746231659534,0.19724818224915322,1.7152881129683912,0.08629241686689333,0.4162480490952011,NA
Mono,ENSG00000089280,3741.8059525387553,0.0771277209882927,0.044976372467889096,1.7148497479061493,0.08637277794722387,0.41638949467180053,FUS
Mono,ENSG00000131732,493.87666169491195,0.12083649491386671,0.0704728695402051,1.7146526841074483,0.08640892336958889,0.41638949467180053,ZCCHC9
Mono,ENSG00000134121,10.151257623200884,-0.3955122693648687,0.23066808757419063,-1.7146380044342227,0.08641161640262772,0.41638949467180053,CHL1
Mono,ENSG00000137691,16.473267589118247,-0.3698927520529232,0.2157551338977798,-1.7144099673112323,0.08645345924862141,0.41638949467180053,CFAP300
Mono,ENSG00000168118,1069.7014965932744,-0.10164065320327118,0.059287504896094224,-1.7143688772432573,0.08646100066142594,0.41638949467180053,RAB4A
Mono,ENSG00000229018,30.777771377139373,0.37372444354513445,0.21797055635324053,1.7145638832956915,0.08642521519797473,0.41638949467180053,NA
Mono,ENSG00000236155,12.602283919693544,-0.3210242866521928,0.18721781733104528,-1.71471012336687,0.08639838660510483,0.41638949467180053,ZPLD2P
Mono,ENSG00000129646,28.75181723306699,0.450324562112092,0.26271810053175443,1.7140979673673522,0.08651073505635053,0.4164373699929661,QRICH2
Mono,ENSG00000258659,913.1650546199977,0.11840952616330512,0.06907683526121915,1.7141712661781734,0.0864972763758144,0.4164373699929661,TRIM34
Mono,ENSG00000142731,109.03467971317752,0.3225281562589354,0.18819713058305262,1.7137782880095591,0.08656945240256478,0.4166241983871421,PLK4
Mono,ENSG00000143155,887.4054244544783,-0.09120238154965576,0.05322422159257428,-1.7135503126339775,0.08661134560604819,0.4166342136370003,TIPRL
Mono,ENSG00000260823,17.293374548247986,-0.6135892286741317,0.358071796852446,-1.71359273214969,0.08660354927301732,0.4166342136370003,NA
Mono,ENSG00000115350,847.4034596266964,0.15035407142066057,0.0877633123363113,1.7131768095135227,0.08668001665320059,0.41667725047117327,POLE4
Mono,ENSG00000126458,320.1173605919135,-0.13569591554930258,0.07920273028568264,-1.7132732048484964,0.08666228951860758,0.41667725047117327,RRAS
Mono,ENSG00000233538,31.02786000982827,-0.368622340043789,0.21516115367166974,-1.7132383506657387,0.08666869887666702,0.41667725047117327,NA
Mono,ENSG00000115839,844.0651369557626,-0.09991587718410323,0.05833244264694068,-1.7128697625238818,0.08673650221501156,0.4166778574120641,RAB3GAP1
Mono,ENSG00000144182,252.97412570351761,-0.19876683797143932,0.11603825543187271,-1.7129423157187798,0.08672315236547788,0.4166778574120641,LIPT1
Mono,ENSG00000169371,812.9397297809874,0.13638196377486672,0.07962276109057405,1.7128514749661448,0.0867398674029796,0.4166778574120641,SNUPN
Mono,ENSG00000101445,13.478942870085032,0.4713596679941053,0.27527668049943804,1.7123123801802294,0.08683911638393034,0.41686475694298647,PPP1R16B
Mono,ENSG00000117335,6144.355040803082,-0.08964488047183775,0.05235631921133434,-1.7122074626749355,0.08685844266738481,0.41686475694298647,CD46
Mono,ENSG00000182809,1427.2712386756446,-0.29731472762498534,0.1736439891164589,-1.7122085776639433,0.08685823726306663,0.41686475694298647,CRIP2
Mono,ENSG00000198792,626.0347624610148,-0.15154076026521118,0.08849730275034765,-1.7123771635471217,0.08682718472567195,0.41686475694298647,TMEM184B
Mono,ENSG00000109944,120.02700548969928,-0.2651725634908957,0.1548904283690664,-1.7120009692209879,0.08689648984628101,0.4169517497667725,JHY
Mono,ENSG00000090661,52.84981774686511,0.27844792731111245,0.16269324053369805,1.7114904491280236,0.08699061280303466,0.4171369752528804,CERS4
Mono,ENSG00000104164,3350.091795487906,0.07352327987646588,0.04297423604748643,1.7108688050957517,0.0871053344179551,0.4171369752528804,BLOC1S6
Mono,ENSG00000112983,941.9406986989684,0.12280629905833632,0.07177492494979884,1.7109916749370353,0.08708264966325832,0.4171369752528804,BRD8
Mono,ENSG00000122877,9926.197942775005,-0.30505904002726236,0.17826216208845944,-1.7112944017580254,0.08702677929114312,0.4171369752528804,EGR2
Mono,ENSG00000125744,28.15970304894039,-0.2698429643577674,0.15768991548414132,-1.7112252456302772,0.08703953999228883,0.4171369752528804,RTN2
Mono,ENSG00000145386,247.34197567763377,-0.45867322029696345,0.26805870753822453,-1.7110924114694455,0.08706405481197063,0.4171369752528804,CCNA2
Mono,ENSG00000181029,2327.4296391969356,0.10411093465920308,0.06085402271765176,1.7108307718990599,0.0871123572356854,0.4171369752528804,TRAPPC5
Mono,ENSG00000236989,6.469788151118336,0.3303852423188359,0.1930680254421892,1.7112374851410284,0.08703728144557517,0.4171369752528804,NA
Mono,ENSG00000237854,131.7512888759822,-0.10874357907370799,0.06356603558831274,-1.7107182800888971,0.08713313148756362,0.4171369752528804,NA
Mono,ENSG00000244921,224.62998900827043,-0.4815477580992657,0.2814897620068467,-1.7107114470740608,0.0871343934928616,0.4171369752528804,MTCYBP18
Fibro,ENSG00000104892,17.908947312116776,-0.47826771723756434,0.1862040691686182,-2.568513778313116,0.010213565177230665,0.4171979093013511,KLC3
Mono,ENSG00000124228,1550.3196876588881,0.08743359420253148,0.05111726936081249,1.7104511898978665,0.08718247197453531,0.41727169870272673,DDX27
Mono,ENSG00000253731,20.715696321256843,-0.2866029234935071,0.167587893445705,-1.710164843061056,0.08723539485088232,0.41742954143323435,PCDHGA6
Mono,ENSG00000219273,4.09239347651228,-0.39611521569492086,0.23164468227726714,-1.710012126334032,0.08726363069064098,0.41746920922402647,NA
Mono,ENSG00000075089,524.3999621602749,0.13805379746412338,0.08076497423014238,1.7093275739893716,0.08739028840682013,0.4174773000249398,ACTR6
Mono,ENSG00000087884,432.94755320368694,-0.1134327343361004,0.06636071936169913,-1.7093355139481723,0.0873888184844791,0.4174773000249398,AAMDC
Mono,ENSG00000111424,874.3057552081501,0.12257358217836094,0.07171403543145947,1.709199342094064,0.08741403070453327,0.4174773000249398,VDR
Mono,ENSG00000116754,3780.3723169454734,-0.10129930108107543,0.05926253196189943,-1.7093313047475247,0.08738959773012721,0.4174773000249398,SRSF11
Mono,ENSG00000136802,378.59519825023756,-0.19197230653849137,0.112323780822919,-1.709097620575469,0.08743286827401019,0.4174773000249398,LRRC8A
Mono,ENSG00000143443,1557.7621947623961,0.17877782140012266,0.10457087640300507,1.709633002511444,0.08733375888522503,0.4174773000249398,C1orf56
Mono,ENSG00000205726,1647.0705973251625,-0.1918611670634378,0.11221193633664209,-1.7098106790336776,0.08730088762029749,0.4174773000249398,ITSN1
Mono,ENSG00000213930,777.54916479476606,0.10609592869228329,0.062060147992902055,1.7095661567616258,0.08734612835114447,0.4174773000249398,GALT
Mono,ENSG00000273759,9.966027307164232,-0.45886034804613757,0.26849121771729506,-1.7090329879217487,0.08744483914521435,0.4174773000249398,NA
Fibro,ENSG00000238083,447.41837774398306,-0.35500990830305323,0.1382612392497857,-2.5676748612218407,0.010238313716723844,0.4175780410466508,LRRC37A2
T cell ,ENSG00000135776,320.9688216594674,-0.2489590483179189,0.10962029561282337,-2.2711036029061367,0.023140706947908207,0.4177638183663096,ABCB10
T cell ,ENSG00000177469,250.78212617004777,-0.6472179378587918,0.28490485527169407,-2.27169851928843,0.023104725690324034,0.4177638183663096,CAVIN1
T cell ,ENSG00000182636,27.799033084586714,-1.198701139165439,0.5277402684163849,-2.2713846391946517,0.02312370347632549,0.4177638183663096,NDN
Fibro,ENSG00000104164,2727.1732648004768,-0.08799375035522666,0.03428507124769761,-2.566532521385261,0.010272099232945113,0.41795961418563565,BLOC1S6
Fibro,ENSG00000232412,20.616526654681202,-0.5673041207320167,0.22105797909512806,-2.566313702197957,0.010278582279998807,0.41795961418563565,LOC101928402
T cell ,ENSG00000091409,1002.1465242385704,0.22054941636944442,0.097168272602647,2.2697678003533466,0.023221675219726956,0.4179611171035108,ITGA6
T cell ,ENSG00000123297,473.9286300971424,-0.1740602263066244,0.07670354188292924,-2.26925930711633,0.02325256158157432,0.4179611171035108,TSFM
T cell ,ENSG00000180773,177.21261572544717,0.2518194363307671,0.11098219038372698,2.2690076259991594,0.02326786212264598,0.4179611171035108,SLC36A4
T cell ,ENSG00000186854,1334.0573787888807,0.3000526752483032,0.13214951344810463,2.2705545213084304,0.0231739592315295,0.4179611171035108,TRABD2A
T cell ,ENSG00000196632,9.918770949999198,0.466363943893049,0.20553295742254468,2.2690470167968013,0.023265466846843993,0.4179611171035108,WNK3
T cell ,ENSG00000270986,16.226242111152153,-0.8674499021488308,0.382223851065894,-2.2694813516472196,0.0232390700019233,0.4179611171035108,NA
T cell ,ENSG00000282100,15.101401365375198,0.71241351016034,0.3140178721340163,2.2687037056804744,0.023286350110288612,0.4179611171035108,NA
T cell ,ENSG00000241015,349.68576609812914,-0.21549952500303873,0.09500264177704205,-2.2683529738971475,0.023307701568458176,0.41799889567611453,TPM3P9
Mono,ENSG00000116350,1551.475920357599,0.12037300598649806,0.0704727685854206,1.7080782890002821,0.08762181681419706,0.41822682461143545,SRSF4
Mono,ENSG00000160124,188.83281979334166,-0.223506550478035,0.13086169554987068,-1.7079600683674305,0.08764375209946422,0.41823614487956823,MIX23
Mono,ENSG00000172915,73.54105868077073,-0.262150578577629,0.15353370403936015,-1.7074464543005077,0.08773910221987756,0.41859571676818724,NBEA
Mono,ENSG00000058085,17.43261919030066,0.28779320857973467,0.16860576440471844,1.7069001738808922,0.08784060850733234,0.41876901608570616,LAMC2
Mono,ENSG00000131386,54.713370150416075,-0.5010596668867243,0.2935273861347934,-1.707028681325933,0.08781672157104034,0.41876901608570616,GALNT15
Mono,ENSG00000187699,29.125536824050275,-0.37262034371060615,0.21827669480651707,-1.7071009071348686,0.08780329855312165,0.41876901608570616,C2orf88
Mono,ENSG00000271351,8.243175562157086,-1.9808923725731695,1.160574652239909,-1.7068202969537956,0.08785545865419664,0.41876901608570616,NA
Mono,ENSG00000046651,540.9154569276461,-0.10678364178031736,0.06260293331780502,-1.7057290468839235,0.08805853891724258,0.41882896229929945,OFD1
